لون السيارة,نوع الوقود,أصل السيارة,رخصة السيارة,نوع الجير,الزجاج,قوة الماتور,عداد السيارة,عدد الركاب,وسيلة الدفع,معروضة,أصحاب سابقون,إضافات
فضي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1900 ,,4+1 ,نقدا فقط ,للبيع فقط ,,"


"
بني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,١٤٠٠٠٠ ,4+1 ,إمكانية التقسيط ,للبيع فقط ,يد ثالثه  ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,000000000000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,4 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD

"
أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1600 ,15000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,يد اولى ,"

مُكيّف
إغلاق مركزي
مسجل CD
فرش جلد

"
أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1600 ,٠٠٠ ,4+1 ,نقدا فقط ,للبيع فقط ,٤ ,"

جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد

"
أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200 ,77000 ,4+1 ,نقدا فقط ,للبيع فقط ,يد اولى ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
أزرق ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200 ,51000 ,4+1 ,نقدا فقط ,للبيع فقط ,3 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية

"
سكني ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,٤١٠٠٠ ,4+1 ,نقدا فقط ,للبيع فقط ,اولى ,"

مُكيّف
إغلاق مركزي
مسجل CD
وسادة حماية هوائية

"
فضي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200 ,50000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,2 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية

"
سكني ,ديزل ,عمومي ,فلسطينية ,اوتوماتيك ,الكتروني ,3000 ,50000 ,7+1 ,إمكانية التقسيط ,للبيع أو التبديل ,3 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,45000 ,4+1 ,نقدا فقط ,للبيع فقط ,يد اولى ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
فيراني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,,4+1 ,إمكانية التقسيط ,للبيع فقط ,2 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1900 ,75000 ,4+1 ,نقدا فقط ,للبيع فقط ,يد أولى ,"

مُكيّف
إغلاق مركزي
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أبيض عاجي ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني ,210 ,25000 ,2+1 ,إمكانية التقسيط ,للبيع فقط ,يد ثانيه  ,"


"
أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1200 ,125000 ,4+1 ,نقدا فقط ,للبيع فقط ,اولى ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أزرق ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400 ,,7+1 ,نقدا فقط ,للبيع أو التبديل ,٦ ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
فرش جلد
وسادة حماية هوائية

"
فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,,"

مُكيّف
إغلاق مركزي
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أبيض ,بنزين ,حكومي ,فلسطينية ,عادي ,الكتروني ,1600 ,٢٠٠٠٠٠٠ ,4+1 ,نقدا فقط ,للبيع أو التبديل ,٤ ,"

مُكيّف
إغلاق مركزي
مسجل CD

"
فيراني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,****** ,4+1 ,نقدا فقط ,للبيع فقط ,يد اولى ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
وسادة حماية هوائية

"
أبيض عاجي ,ديزل ,عمومي ,فلسطينية ,اوتوماتيك ,الكتروني ,1900 ,,,إمكانية التقسيط ,للبيع فقط ,,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
كحلي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,140000 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,1 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
كحلي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,153000 ,6+1 ,إمكانية التقسيط ,للبيع فقط ,يد اولى ,"

مُكيّف
إغلاق مركزي
مسجل CD
وسادة حماية هوائية

"
أخضر ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,,,إمكانية التقسيط ,للبيع أو التبديل ,,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,,4+1 ,نقدا فقط ,للبيع فقط ,٢ ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,60000 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,يد أولى ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
سكني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,103106 ,,نقدا فقط ,للبيع فقط ,4 ,"

مُكيّف
جهاز إنذار
جنطات مغنيسيوم

"
فيراني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200 ,,4+1 ,إمكانية التقسيط ,للبيع فقط ,,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
رصاصي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,,4+1 ,نقدا فقط ,للبيع فقط ,,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
بني ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,90000 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,يد اولى  ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أزرق ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,900 ,,4+1 ,نقدا فقط ,للبيع أو التبديل ,,"


"
أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,١٠٧٠٠٠ ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
سكني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1990 ,360000 ,7+1 ,نقدا فقط ,للبيع فقط ,3 ,"

مُكيّف
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
سكني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400 ,,1 ,إمكانية التقسيط ,للبيع أو التبديل ,,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,2000 ,110000 ,7+1 ,إمكانية التقسيط ,للبيع أو التبديل ,يد ثانيه ,"

مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,,4+1 ,إمكانية التقسيط ,للبيع فقط ,يد اولا ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
فرش جلد
وسادة حماية هوائية

"
فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,١٧٠٠٠٠ ,4+1 ,نقدا فقط ,للبيع فقط ,يد ثانية ,"

مُكيّف
إغلاق مركزي
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أبيض عاجي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1989 ,,4+1 ,إمكانية التقسيط ,للبيع فقط ,,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
أسود ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,١ ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,94500 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,يد أولى ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
خمري ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,120 ,4+1 ,نقدا فقط ,للبيع فقط ,3 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
فضي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,124000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,يد ثانية ,"

مُكيّف
إغلاق مركزي
وسادة حماية هوائية

"
أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900 ,,4+1 ,نقدا فقط ,للبيع أو التبديل ,يد6 ,"

مُكيّف
إغلاق مركزي
مسجل CD
فرش جلد
وسادة حماية هوائية

"
أحمر ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,170000 ,6+1 ,نقدا فقط ,للبيع فقط ,ثانيه ,"

مُكيّف
إغلاق مركزي
مسجل CD
وسادة حماية هوائية

"
بيج ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,121212 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,  6 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فرش جلد

"
رصاصي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1900 ,,4+1 ,نقدا فقط ,للبيع أو التبديل ,,"

إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية

"
بيج ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1400 ,1234567 ,4+1 ,نقدا فقط ,للبيع فقط ,6 ,"


"
أخضر ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,113000 ,,نقدا فقط ,للبيع فقط ,3 ,"

مُكيّف
إغلاق مركزي
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
خمري ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,٠٠٠٠٠٠٠٠٠٠٠ ,4+1 ,نقدا فقط ,للبيع فقط ,1  ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
أحمر ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,298000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,يد اولى ,"


"
أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,62000 ,4+1 ,نقدا فقط ,للبيع فقط ,غير منمره ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أبيض عاجي ,ديزل ,عمومي ,فلسطينية ,عادي ,يدوي ,2500 ,,7+1 ,نقدا فقط ,للبيع فقط ,3 ,"

مسجل CD

"
أبيض عاجي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,2500 ,,7+1 ,إمكانية التقسيط ,للبيع أو التبديل ,,"


"
عدة الوان ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,00000000000 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,3 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,63000 ,6+1 ,نقدا فقط ,للبيع فقط ,00 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أحمر ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1250 ,80000 ,4+1 ,نقدا فقط ,للبيع فقط ,يد اولى ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
فضي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1250 ,,4+1 ,نقدا فقط ,للبيع فقط ,,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
فضي ,بنزين ,عمومي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,,4+1 ,إمكانية التقسيط ,للبيع أو التبديل , 5 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أسود ,بنزين ,خصوصي ,نمرة صفراء ,اوتوماتيك ,الكتروني ,1600 ,203000كيلو متر  ,4+1 ,نقدا فقط ,للبيع فقط ,2يد  ,"

مُكيّف
إغلاق مركزي
مسجل CD
فرش جلد
وسادة حماية هوائية

"
أسود ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,3000 ,٢٦٠٠٠٠ ,5+1 ,نقدا فقط ,للبيع فقط ,٢ ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
فيراني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,21000 ,4+1 ,نقدا فقط ,للتبديل فقط ,يد ثانيه ,"

مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم

"
بني ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1600 ,360000 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,يد ثانية  ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فرش جلد

"
أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 , 750000 ,,نقدا فقط ,للبيع أو التبديل ,3 ,"

مُكيّف
إغلاق مركزي
فتحة سقف
جنطات مغنيسيوم
وسادة حماية هوائية

"
رمادي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,148372 ,4+1 ,نقدا فقط ,للبيع فقط ,2 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
زيتي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1800 ,,4+1 ,نقدا فقط ,للبيع فقط ,2 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
